uuid,date,isp,city,mbps
,2021-01-27,Cool Ideas Service Provider (Pty) Ltd,Melrose,69.24730165171364
,2021-02-08,"TVCABO - Comunicacoes Multimedia, Lda.",Maputo,6.187196632458299
,2021-03-08,Reunicable SAS,L'Etang-Sale les Bains,28.90689606331764
,2022-11-25,,Clanwilliam,39.63144656877073
,2021-06-21,Access Point Technologies cc,Ballito,26.0129350696997
,2020-02-27,WebRunner Limited,,0.9945122445609595
,2022-11-08,Viva Telecoms cc,Durban,72.82167231861345
,2023-10-01,Dimension Data (Pty) Ltd - Optinet,Alberton North,13.414038582766832
,2022-01-16,SONATEL-AS Autonomous System,Dakar,7.819892013492782
,2020-09-20,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Ain El Aouda,30.004284637116477
,2023-08-29,Telecom Algeria,Bouïra,7.0944230215338075
,2020-05-05,Ecoband Ltd,,9.591030171071155
,2023-12-01,VOffice Solutions,Stellenbosch,17.31236323065292
,2023-10-06,Amobia Communications,Cape Town,58.7095438701582
,2020-12-17,MTN SA,,22.29169302035318
,2021-07-28,Sky-Connect Internet cc,Germiston,1.3560719252400486
,2022-07-09,Cipherwave,Benoni,101.19210000505802
,2020-05-27,Nepic (PTY) LTD,Johannesburg,3.703818322481532
,2020-12-08,Jenny Internet cc,Patensie,7.102150884255545
,2020-03-26,WSINET,Heilbron,2.431385932274641
,2023-04-18,Mitsol (Pty) Ltd,Port Shepstone,23.45792778392557
,2021-06-05,WiFi Technologies,Secunda,13.805584602571647
,2022-02-23,Telecom Namibia,Windhoek,5.2911085222273995
,2023-06-07,Ghana Government (Ministry of Communications),Accra,19.40589717011569
,2024-04-09,VIETTEL BURUNDI SA,,0.6627288003528289
,2021-03-24,Telecom Algeria,Guelma,3.526147245494359
,2020-03-02,Crystal Web (Pty) Ltd,Johannesburg,243.2160023198007
,2020-02-15,MTN SA,Nigel,18.570396112757535
,2021-11-05,MTN SA,Rustenburg,19.71735172766242
,2021-03-05,Digital Energy Technologies Limited,Johannesburg,29.562911342057447
,2024-01-15,,Cape Town,21.27125020637
,2021-07-09,iConnectSA (Pty) Ltd,Pretoria,3.3547175423982156
,2022-09-09,Vodacom,Randburg,137.85691716468932
,2023-02-07,Liquid Telecommunications South Africa (Pty) Ltd,Kriel,6.898132982455171
,2024-03-29,Space Exploration Technologies Corporation,Mbabane,76.34899324747049
,2021-04-18,TOPNET,Nabeul,5.866076120878944
,2022-04-08,Telkom SA Ltd.,Johannesburg,18.46972816127817
,2022-05-14,MEDITELECOM,Ain Taoujdat,5.824336765903242
,2021-01-23,OOREDOO TUNISIE SA,Tunis,14.38102857338396
,2020-04-07,MTN SA,Jeffreys Bay,14.757063132807092
,2023-11-16,MTN SA,Port Elizabeth,34.580320599592994
,2021-03-15,Cool Ideas Service Provider (Pty) Ltd,Roodepoort,92.86608015522974
,2023-04-15,Vodacom,Evander,19.083777735407423
,2023-08-30,CAMTEL,,1.5505932743272677
,2022-02-01,Liberty Life Association of Africa,Brakpan,12.842573603332552
,2024-07-07,,Lomé,98.34735431370396
,2021-09-10,Safaricom Limited,Nyeri,21.24743641153622
,2020-03-30,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Mehediyah,1.2548292592176922
,2022-09-10,Afrihost (Pty) Ltd,Hennenman,9.445102426333875
,2022-08-10,"OpenDNS, LLC",Cape Town,34.24165413719132
,2020-02-21,Telecom Algeria,Oran,1.9071905800177704
,2020-06-21,Vodacom,Lydenburg,25.949788056639367
,2023-10-03,Afrihost (Pty) Ltd,,28.24704109774314
,2021-08-29,Optimum Telecom Algeria,Miliana,0.4259894406471765
,2021-05-22,Telecom Algeria,Chorfa,4.983851549569289
,2023-11-13,Magnalec (Pty) Ltd t/a PacketSky,Johannesburg,38.0271857307535
,2020-03-30,Telecom Algeria,Es Senia,0.2543749899403528
,2020-01-20,Centracom,Johannesburg,4.658625889006357
,2021-03-02,TELMA Global Net,Ambodirano,14.77887534737662
,2020-02-23,Mauritanian Telecommunication Company,,2.1446124400951976
,2021-11-12,MTN SA,Kimberley,5.564044970713494
,2021-03-25,TANZANIA TELECOMMUNICATIONS CO. LTD,Kasulu,2.525575109954003
,2020-04-16,Agence Tunisienne d'Internet,Sfax,9.787739683504
,2024-06-10,Telecom Algeria,Algiers,38.32453221155112
,2022-06-03,Zenlayer Inc,Johannesburg,13.9705786361542
,2023-03-07,"Cloudflare, Inc.",Casablanca,28.864236766382017
,2020-07-09,MTN SA,Onrus,6.098838258806559
,2023-09-24,Metrofibre Networx,Noordwyk,14.592626608574578
,2024-07-10,Telecom Algeria,Draria,29.52487042793224
,2023-01-05,Alink Telecom Ghana,Accra,8.347573387216197
,2024-08-04,Web Telecom Services (PTY) Ltd,,4.48298125961851
,2023-11-14,Globacom Limited,Ilorin,4.5472131942436915
,2020-08-13,Telkom SA Ltd.,Wilgeheuwel,4.56934552443624
,2021-09-23,SEACOM Limited,Kathu,45.229475294445415
,2023-08-07,TE-AS,Mashtul as Suq,2.972259151490903
,2021-02-19,Vox Telecom Ltd,Centurion,24.564488445138753
,2022-08-27,Telkom SA Ltd.,Midrand,11.670555598107171
,2021-01-31,Telkom SA Ltd.,Hoopstad,8.730759976919655
,2022-07-08,Afrihost (Pty) Ltd,Richards Bay,46.301412402779626
,2023-10-15,MTN NIGERIA Communication limited,Okigwe,6.036695646462134
,2022-10-06,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Guelmim,19.32964335204185
,2023-06-03,STAR SATELLITE COMMUNICATIONS COMPANY PJSC,Kampala,9.8591774912769
,2023-12-18,Jenny Internet cc,Piet Retief,16.162066321295576
,2021-02-23,Telecom Algeria,Bou Arfa,1.938155087399951
,2023-05-04,Saicom Voice Services,Florida Glen,33.25570081789771
,2021-02-22,Telecom Algeria,Ain Nouissy,6.025281326961669
,2023-01-04,Afrihost (Pty) Ltd,Chatsworth,99.83355249303072
,2021-06-16,Telecom Algeria,Annaba,2.7383379455309735
,2023-09-21,Telecom Algeria,Sidi Bel Abbes,1.951939231813638
,2023-05-30,Internet Solutions,Dalton,4.680783215943743
,2022-03-19,,Bethal,28.22315466454764
,2024-08-20,TE-AS,Shubrā al Khaymah,2.934178196103898
,2022-06-06,Telkom SA Ltd.,Queenstown,8.862483683536771
,2020-09-17,Comtel Communications,Strand,280.57537395857344
,2022-10-17,Tigo Senegal,,7.527771502148489
,2021-09-14,YoAfrica (Pvt) Ltd,,0.9963831918530548
,2021-06-15,Afrihost (Pty) Ltd,Rondebosch,31.90952414380493
,2021-06-22,Cell C (Pty) Ltd,Cape Town,11.81571338388624
,2022-05-12,Telecom Algeria,Tichi,10.371066311905697
,2021-06-15,Vodacom,Rustenburg,62.10093784535888
,2024-03-18,Afrihost (Pty) Ltd,Midrand,174.14556455885185
,2023-03-25,,George,34.763451822270035
,2021-09-11,Macrolan (PTY) LTD,Centurion,0.2982256398035637
,2021-02-13,Libyana Mobile Phone Company JSC,,5.3383507216231605
,2023-07-10,Hyperia Limited,Port Harcourt,0.6964966925436418
,2022-07-04,"Cloudflare, Inc.",Casablanca,50.339959815200565
,2023-09-15,RSAWEB (PTY) LTD,Struisbaai,41.153444516675
,2023-09-16,TE-AS,Gharbia,8.550333777387163
,2024-04-30,XON Systems(PTY) Ltd,,64.78151381928706
,2023-06-30,Telkom SA Ltd.,Knysna,12.48804757871663
,2023-11-16,Internet Solutions,Roodepoort,101.4446590663428
,2021-12-20,ETISALAT MISR,Al Fayyum,1.1911919779020668
,2023-08-05,RSAWEB (PTY) LTD,Durban,45.71875787697582
,2022-01-18,Vodacom,Port Elizabeth,40.010973028469486
,2020-05-13,Telkom SA Ltd.,Hartbeespoort,6.103497772999285
,2024-02-20,West Indian Ocean Cable Company,eMbalenhle,6.982886304504322
,2021-06-12,Amobia Communications,Kraaifontein,10.146393740708792
,2021-07-08,Jamii Telecommunications Limited,Nairobi,27.16732274251907
,2023-09-21,Clear Access (Pty) Ltd,Johannesburg,62.029222647820255
,2023-01-25,TOPNET,Goubellat,8.566639410829362
,2023-12-25,,Oudtshoorn,23.265552731991164
,2024-02-25,Orange Tunisie,,14.705317670208014
,2024-01-05,"Cloudflare, Inc.",Oran,13.661481358547276
,2024-08-15,East Africa Broadband Services,,11.900943024024023
,2020-12-23,POA INTERNET KENYA LIMITED,Nairobi,3.8641322673862817
,2020-10-08,Afrihost (Pty) Ltd,Stellenbosch,8.963230233256688
,2021-10-04,Avanti Communications South Africa (Pty) Ltd,,16.794086276612088
,2021-03-12,Vox Telecom Ltd,Meadowridge,18.48322074260669
,2021-08-08,Afrihost (Pty) Ltd,Hilton,24.60627070430743
,2024-03-27,Beginning 2 End Technologies,Johannesburg,117.62504563682192
,2020-02-09,ETISALAT MISR,Zagazig,1.6616756704810778
,2022-01-30,TE-AS,Kafr ash Shaykh,5.015121144070777
,2023-02-07,Web Squad Connect (Pty) Ltd,Krugersdorp,88.5124801579459
,2023-05-25,,Saldanha,1.907792797063534
,2022-10-18,Telkom SA Ltd.,Eshowe,10.748269908801037
,2024-02-10,TE-AS,Zefta,11.11794626461378
,2021-06-19,Telecom Algeria,Tébessa,2.613530408316171
,2021-04-08,CM Value Added Services (Pty) Ltd,Pretoria,8.05977235760593
,2022-05-01,MTN SA,Bronkhorstspruit,33.75012819893898
,2024-07-17,Centracom,Vanderbijlpark,221.72478273655756
,2021-07-13,Mauritius Telecom Ltd,Nouvelle France,9.543260390383567
,2020-07-14,Vox Telecom Ltd,Somerset West,32.05754746352667
,2023-08-29,Link Egypt (Link.NET),Ismailia,2.62320845420869
,2023-01-25,Macrolan (PTY) LTD,Durbanville,93.40890514347149
,2024-07-15,Mozambique Research & Education Network - MoRENet,Maputo,16.128951490743024
,2023-04-17,Orange Madagascar,Antsirabe,3.322859067986263
,2023-10-31,Dimension Data (Pty) Ltd - Optinet,Gillitts,29.020321540138383
,2024-03-24,MTN SA,Park Rynie,14.196800571561074
,2024-02-14,SOCIETE NATIONALE DES TELECOMMUNICATIONS (Tunisie Telecom),Ksar Oulad Said,16.01412455344865
,2020-04-16,Optimum Telecom Algeria,Meftah,2.4096321901921667
,2020-04-08,Afrihost (Pty) Ltd,Benoni,33.69149247812844
,2023-05-28,BitCo,Rustenburg,18.9512103066378
,2020-06-02,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Ain Taoujdat,4.4156995725666865
,2022-01-01,Swazi MTN Ltd,Manzini,4.505718037983803
,2024-03-19,CV  Multimedia SA,Santa Maria,10.232299979801112
,2022-02-10,Airtel Madagascar,,5.272604627090647
,2020-09-21,AEROCOM BROADBAND SERVICES,Johannesburg,9.148517564017236
,2022-12-30,Afrihost (Pty) Ltd,East London,31.53941491050645
,2020-01-14,Vox Telecom Ltd,Richards Bay,24.76274090046217
,2023-10-06,Orange Tunisie,Megrine,7.885452311953547
,2020-11-06,MIC TANZANIA LTD,,4.222037682377953
,2022-02-01,Liquid Telecommunications South Africa (Pty) Ltd,Randburg,29.206655084966687
,2021-05-25,North West University,Mabopane,49.35350076326229
,2020-09-13,Telkom SA Ltd.,Douglas,14.232383025889863
,2021-11-26,Airtel Madagascar,Ambodirano,1.650026971261224
,2024-05-19,TE-AS,Al Minya,12.481492945556866
,2022-05-08,Kurlec Wireless (PTY) Ltd,Wolmaransstad,2.3881798304933053
,2024-08-05,TOPNET,Sfax,8.470905838623626
,2021-04-12,TELMA Global Net,Antsiranana,23.232115862793336
,2023-03-19,RMS Powertronics CC,Randfontein,5.7062254309498766
,2023-09-08,Telkom SA Ltd.,Somerset West,33.887347981124805
,2022-08-08,Vodafone Data,Madinat an Nasr,0.3581641758160094
,2021-11-30,Jenny Internet cc,Upington,5.983376398208976
,2023-07-29,The Computer Hut cc,Caledon,2.8018187833253254
,2024-07-16,iSPACE (PTY) LTD,Sasolburg,52.24701605416073
,2021-07-25,TOPNET,Megrine,5.480184398433154
,2022-12-03,,Oudtshoorn,24.822214468874904
,2021-10-08,Dimension Data (Pty) Ltd - Optinet,Witbank,197.42354949126997
,2022-10-01,Orange S.A.,Saint-Denis,20.57159500168134
,2024-08-06,MTN SA,Kuils River,16.589904419237172
,2020-07-03,South African Digital Villages (Pty) Ltd,Centurion,74.69424473934116
,2022-02-22,ipNX Nigeria Limited,Ajah,9.881608104378882
,2021-03-09,Safaricom Limited,Migori,8.366921106727354
,2022-04-14,Airtel Networks Limited,Ilorin,6.021381092902175
,2022-12-01,TOPNET,Tabursuq,7.986063618247202
,2020-07-29,Telkom SA Ltd.,Oudtshoorn,4.891171311842325
,2021-12-28,SPACETEL BENIN SA,,10.182318083802263
,2020-12-10,The Noor Group,Cairo,1.312517315615073
,2020-08-17,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Asilah,11.616004511447244
,2020-02-28,Metrofibre Networx,Sandton,1.3370961640446837
,2024-09-06,Internet Technologies Namibia,Windhoek,24.70892718393057
,2021-10-10,Vodafone Data,Sohag,13.085561444201488
,2023-01-11,Liquid Telecommunications Ltd,Johannesburg,5.007752773244772
,2023-06-12,Vodacom,Tinley Manor,6.014256364985363
,2021-03-14,ACCESSKENYA GROUP LTD is an ISP serving,,7.059114608828084
,2021-11-25,Linux Based Systems Design SA (Pty) Ltd,Worcester,4.288819118781082
,2022-01-13,Telecom Algeria,Aflou,0.2817899555653905
,2023-12-23,,Phalaborwa,7.929167355897773
,2022-02-03,SPECTRANET LIMITED,Lekki,18.897559764771625
,2023-03-29,Liquid Telecommunications South Africa (Pty) Ltd,Mfuleni,16.567452916057608
,2022-12-04,OTEL TELECOMS,Rustenburg,6.8069168522280545
,2022-06-24,Globacom Limited,Minna,5.164459267313257
,2022-11-22,Vodafone Data,Shirbin,17.55041228214567
,2021-09-01,Airtelecom,Bloemfontein,24.258439850643597
,2024-05-21,Sudatel (Sudan Telecom Co. Ltd),,5.9136145918655645
,2023-08-11,Web Squad Connect (Pty) Ltd,Johannesburg,32.06670175323735
,2020-11-20,Telecom Algeria,Lakhdaria,3.4872774613862534
,2021-12-04,MTN SA,Soweto,41.76820746193851
,2023-10-13,Vox Telecom Ltd,Brits,59.593273306482594
,2021-06-27,Safaricom Limited,Makadara,4.4213672149724115
,2021-04-22,Cipherwave,Bramley,52.47084198433429
,2024-01-18,TE-AS,An Nuzhah al Jadidah,13.800350846493629
,2021-02-06,Afrihost (Pty) Ltd,Sasolburg,9.524693139200473
,2022-05-31,Orange Tunisie,,9.066253843377869
,2023-01-03,Vodacom,Potchefstroom,9.312208763522676
,2022-03-05,Liquid Telecommunications South Africa (Pty) Ltd,Mokopane,0.2084317522563407
,2023-04-18,Vox Telecom Ltd,Brits,50.06465429566164
,2022-02-09,Telkom SA Ltd.,Heidelberg,21.11737309776584
,2024-04-01,Telecom Algeria,Sabra,7.123903306951346
,2024-04-11,TOPNET,Manouba,8.715027155159595
,2023-11-15,LANDMARK UNIVERSITY OMU-ARAN,Lokoja,2.0434690632062855
,2024-02-08,MTN SA,Steenberg,20.709695780039254
,2022-09-22,Vodacom,Barberton,23.98329088363308
,2022-03-06,Telkom SA Ltd.,Umhlanga,3.9128006482220385
,2023-03-09,ETISALAT MISR,Sohag,1.9174948363764737
,2021-08-16,Vodacom,Belfast,89.07870979030352
,2021-01-27,Metrofibre Networx,Alberton,21.627339927620483
,2020-09-21,Telecom Algeria,Kolea,8.515080539593939
,2022-09-01,,Mogadishu,5.974426903632782
,2020-04-23,Liquid Telecommunications South Africa (Pty) Ltd,Kimberley,0.3117565305542245
,2021-05-14,Green Flash Trading,Zastron,5.776079320649525
,2022-05-06,Zanzibar Telecom(Zantel),Dar es Salaam,2.1337485909737413
,2024-01-25,HETZNER (Pty) Ltd,Brits,0.57238394788345
,2021-02-12,TENET (The UNINET Project),Sutherland,28.261756468871177
,2023-03-11,Liquid Telecommunications South Africa (Pty) Ltd,Middelburg,7.9174566264799076
,2023-07-24,,Vereeniging,9.467459063771557
,2021-05-02,Vox Telecom Ltd,Port Elizabeth,34.931070067928445
,2023-08-08,MTN NIGERIA Communication limited,Funtua,18.271480644235417
,2021-11-07,Vodacom,Sebokeng,14.447641038124525
,2023-12-29,,Abuja,135.3802285089846
,2024-09-02,TE-AS,Quweisna,12.409404663754009
,2024-06-19,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Bouznika,25.514485812066944
,2024-02-05,TE-AS,Al Qusiyah,10.988348923574565
,2021-10-28,Municipal Network Services,Kuils River,3.476732125872357
,2023-12-31,Afrihost (Pty) Ltd,Stellenbosch,43.96500379531763
,2021-07-03,SPACETEL BENIN SA,,0.4647244032154227
,2021-03-01,RSAWEB (PTY) LTD,Cape Town,31.392767736944677
,2022-11-04,Aptus Solutions Ltd,,8.108665248730777
,2022-11-24,Telecom Algeria,Tébessa,10.98867254527324
,2020-01-28,Cell C (Pty) Ltd,Kempton Park,8.941568954504506
,2022-12-12,Municipal Network Services,Malmesbury,3.1312949682292053
,2022-07-07,Telecom Algeria,Sidi Ben Adda,3.924192898631952
,2021-03-17,TENET (The UNINET Project),Stellenbosch,191.62145667135024
,2021-08-22,Smile Communications (Pty) Ltd,Lagos,3.5995878536079893
,2020-08-28,Dimension Data (Pty) Ltd - Optinet,Morningside Manor,35.49652770190729
,2021-08-22,Wananchi Group (Kenya) Limited,Garissa,1.1251691902831176
,2022-10-21,Afrihost (Pty) Ltd,Bryanston,83.93948650591767
,2022-03-22,Discovery Health,Sandton,11.171208263933842
,2020-01-11,Dimension Data (Pty) Ltd - Optinet,Somerset West,10.805251603770037
,2020-12-30,ETISALAT MISR,Agouza,8.049148026993278
,2023-02-03,Vodafone Data,Al Ma`adi,0.0205127038482626
,2022-01-12,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Imzouren,6.634703716617454
,2024-08-10,Telecom Algeria,Sétif,8.367111304479996
,2021-07-01,Smile Communications Nigeria,Ibadan,0.5708920306631935
,2023-02-17,TE-AS,Akhmim,13.170564246921629
,2024-02-10,,Mafikeng,22.957027925534874
,2021-08-11,X-DSL Networking Solutions,Hazyview,47.15310534162651
,2023-12-22,VIDOLU Group Pty Ltd-Web4Africa,Accra,18.98509389536254
,2022-03-17,3S INF,Tunis,5.6682441379583475
,2021-01-05,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Afourer,3.038822929301799
,2020-12-03,Infovan (Pty) Ltd / T-Systems,Centurion,8.635510262661084
,2020-03-27,Telkom SA Ltd.,Schweizer-Reneke,1.5228298393502373
,2024-04-21,TE-AS,Cairo,14.39892749786517
,2021-04-02,Comsol Networks (PTY) Ltd,Brits,9.799407267883335
,2020-01-08,INTRA DATA COMMUNICATION,,5.353269922385742
,2022-11-24,"Movitel, SA",Tete,8.25682495907954
,2021-07-10,China Telecom Next Generation Carrier Network,,5.667130811968307
,2023-11-16,Frogfoot Networks,Richards Bay,3.18858469435863
,2021-01-23,MTN SA,Bloemfontein,6.064389470367872
,2023-06-19,The Egyptian Company for Mobile Services (Mobinil),Beheira,13.852380738692672
,2023-08-06,Vodacom,Durbanville,33.53394651569887
,2023-08-26,Clarotech Consulting (Pty) Ltd,Cape Town,14.187880668297373
,2022-11-02,Layer3 Limited,,4.9505724198150425
,2020-07-31,Mainone Cable Company,Accra,7.4592115128852
,2023-02-20,BCS Group (BCSNet),Bela-Bela,13.708536457689677
,2022-09-13,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Fnidek,15.527149202705951
,2024-08-06,ETISALAT MISR,Bilbeis,0.4098811823378223
,2021-02-06,Mainone Cable Company,Lagos,16.38524453755281
,2022-11-29,,Patensie,6.984502703153413
,2023-04-24,MTN SA,Bosmont,4.991289330945869
,2021-07-22,Telkom SA Ltd.,Springbok,1.0860776969889625
,2023-05-30,,Middelburg,23.22746948700183
,2022-12-30,Saicom Voice Services,Johannesburg,12.004180921024124
,2022-01-28,RMS Powertronics CC,Midrand,14.94630105152353
,2023-09-30,KKON Technologies Ltd,Lagos,16.44549268949477
,2023-06-11,Telecom Algeria,Ain Defla,14.384216882662724
,2020-01-07,GLO MOBILE GHANA LTD,Accra,0.5493383326704695
,2021-01-05,Sky-Connect Internet cc,Nelspruit,2.448410653459783
,2021-12-17,British Telecommunications plc,Secunda,5.786013412669676
,2022-11-05,,Struisbaai,43.530457768794015
,2021-12-02,Liquid Telecommunications South Africa (Pty) Ltd,Port Elizabeth,8.805842293967121
,2021-08-03,Wananchi Group (Kenya) Limited,,11.119418746215
,2024-08-15,TELECOM COMORES S.A (TELCO S.A),,3.086373914114513
,2020-07-13,Snowball Effect CC,Ladismith,0.4364435879252402
,2022-09-22,Vodacom,Nkandla,4.139216679995243
,2024-04-26,Telkom SA Ltd.,Clarens,48.229972034208814
,2023-09-05,Telecom Algeria,Jijelli,7.444745936931693
,2023-07-22,Internet Puissance Plus Burkina SA,,31.32234390450366
,2020-07-08,Broadband Infraco,Sandton,4.79429959425916
,2022-04-14,Vox Telecom Ltd,Mtunzini,20.13860102894376
,2021-11-06,Vodacom,Odendaalsrus,14.218375718459717
,2021-08-29,,Witbank,21.372089458627496
,2020-03-27,Orange S.A.,Ravine des Cabris,0.1869567652819903
,2023-03-27,Telkom SA Ltd.,Halfway House,158.44232830852036
,2020-08-07,The Egyptian Company for Mobile Services (Mobinil),Alexandria,10.355926846040154
,2023-03-04,Dimension Data (Pty) Ltd - Optinet,Alberton,22.695869358232336
,2023-09-28,North West University,Johannesburg,33.34843281819544
,2021-04-23,TE-AS,Al Harraniyah,6.982752085535163
,2021-12-14,Municipal Network Services,Citrusdal,13.606769768343408
,2023-10-31,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Azamor,14.18295409269375
,2020-04-23,X-DSL Networking Solutions,Johannesburg,6.173931912266891
,2024-03-05,Sterling Bank Plc,,17.845038812367495
,2021-12-16,Hollywood Sportsbook Holdings (PTY) Ltd,Umhlanga,0.775472371649241
,2021-10-21,Cool Ideas Service Provider (Pty) Ltd,Port Elizabeth,54.97879211417204
,2022-04-03,,Cullinan,26.985260341113875
,2023-02-18,WSINET,Kroonstad,11.530624559531969
,2023-03-28,"Cloudflare, Inc.",Owerri,4.48733463403592
,2024-02-08,Telkom SA Ltd.,Midrand,39.04462451246279
,2020-06-18,Ghana Telecommunications Company Limited,Kumasi,8.510283272711902
,2021-07-05,Vox Telecom Ltd,Ferndale,98.95302018345852
,2023-02-16,Telkom SA Ltd.,,20.829272331476865
,2021-11-17,Afrihost (Pty) Ltd,Brakpan,22.616720408073732
,2023-01-04,West Indian Ocean Cable Company,Thohoyandou,0.4983008840636657
,2024-04-26,Orange Madagascar,,8.927012613060057
,2020-02-20,Kenya Education Network,Nyeri,28.95481106808089
,2022-12-18,Jenny Internet cc,Pongola,2.0316389095831697
,2023-10-02,"Cloudflare, Inc.",Casablanca,57.44117519026643
,2020-11-19,Vodafone Data,Bilbeis,19.683161076856983
,2023-04-05,KKON Technologies Ltd,Ilorin,12.9393891247063
,2023-11-21,MTN South Sudan,Juba,0.8259618260353695
,2020-04-04,Currant Technologies,Cape Town,1.2564486561023416
,2021-12-07,Metrofibre Networx,Cape Town,15.2450312369365
,2022-03-08,Telkom SA Ltd.,Ixopo,10.868521833567511
,2020-04-22,Jamii Telecommunications Limited,Eldoret,2.8079991370286965
,2020-09-06,VirtualComms (Pty) Ltd,Klerksdorp,3.1210946956593735
,2021-02-12,BETHNET cc,Bethlehem,7.141690544705295
,2023-09-22,Teledata Mozambique,Maputo,9.021005095405092
,2020-10-22,Telecom Algeria,Bouzarea,2.1078664150137074
,2022-09-20,Reunicable SAS,La Plaine des Cafres,27.49398559411187
,2020-06-07,Dimension Data (Pty) Ltd - Optinet,Centurion,20.088068223570183
,2020-01-13,Afrihost (Pty) Ltd,Paarl,9.306375873258393
,2024-07-15,Orange CÃƒÂ´te d'Ivoire,,23.50448409221446
,2024-05-05,Kenyan Post & Telecommunications Company / Telkom Kenya Ltd,Nairobi,5.796588264245247
,2021-12-18,MTN SA,Empangeni,21.950467847149895
,2020-03-11,University of Energy and Natural Resources,,5.562686398687847
,2020-06-22,ORANGE GUINEE,,5.245245892911916
,2022-12-16,ACCESSKENYA GROUP LTD is an ISP serving,Kisumu,8.79927201609688
,2021-11-19,East Africa Broadband Services,,1.2176363368073448
,2024-06-24,Vodacom,Benoni,23.369164158904184
,2020-09-17,Kenyan Post & Telecommunications Company / Telkom Kenya Ltd,,7.076794466424027
,2021-02-08,Cipherwave,Durban,11.93043711923414
,2020-09-29,Liquid Telecommunications Ltd,Port Sainte Rita,7.739493498386819
,2022-07-30,MEDITELECOM,Tétouan,6.7619148581917585
,2020-08-12,MTN SA,Witbank,16.525399958172315
,2021-11-27,TE-AS,Al Ma`adi,8.009062214484649
,2024-04-27,Telkom SA Ltd.,Kempton Park,50.54573083356464
,2023-10-12,Dimension Data (Pty) Ltd - Optinet,Langebaan,37.47664286334268
,2020-01-11,LIPTINFOR NIGER SA,Nguigmi,7.761955266217162
,2021-07-07,,Hout Bay,15.841671912429591
,2024-02-09,TE-AS,Shubra,19.422650009580117
,2021-04-30,Mozambique Research & Education Network - MoRENet,,28.59119739789331
,2021-11-13,CNRST (Centre National pour la Recherche Scientifique et Technique),Casablanca,74.76034212006562
,2024-05-23,Vodacom,Bellville,43.8544538348895
,2023-04-16,3S INF,Aryanah,4.64228685116842
,2021-04-23,WAW SAS,,6.87089508034658
,2021-02-09,Dimension Data (Pty) Ltd - Optinet,Edenvale,25.941016081465538
,2021-11-16,Atomic (Pty) Ltd,Cape Town,34.61419751719003
,2023-11-22,South Africa Reserve Bank,Pretoria,58.7879359242969
,2024-01-12,Wirulink Pty Ltd,Honeydew,32.98291531347966
,2022-06-22,Dimension Data (Pty) Ltd - Optinet,Evander,33.62724444602577
,2024-09-03,Intelys Technology Africa (Pty) Ltd,,93.08961305486054
,2020-05-30,Safaricom Limited,Migori,3.880373793872851
,2021-09-27,Telecom Namibia,Ongwediva,4.479583497985598
,2023-01-26,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Ait Slimane,19.9826025580567
,2021-06-20,,Randburg,59.5418753683064
,2023-02-02,Telecom Algeria,Bel Bachir,3.71174805388449
,2021-07-04,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Mrirt,5.014397056575728
,2021-03-09,Web Squad Connect (Pty) Ltd,Koster,8.96261770459773
,2024-03-18,SEACOM Limited,,430.7000598495092
,2024-02-10,Afrihost (Pty) Ltd,George,122.07048308889968
,2021-07-09,ASAP Internet (Pty) LTD,Durban,28.27430336747165
,2020-09-17,BEONLINE TWENTY FOUR SEVEN INTERNET GROUP,Paarl,33.33455579998422
,2023-01-02,Burundi Backbone System SM,,5.410002662460509
,2023-08-28,Ghana Telecommunications Company Limited,Dansoman,9.193001642780857
,2020-09-09,Afrihost (Pty) Ltd,oThongathi,29.185985478011013
,2021-11-05,VOffice Solutions,Hout Bay,12.052572010550763
,2023-12-21,Airpark Beaufort West CC,Prince Albert,3.036809551083895
,2020-01-07,Telecom Algeria,Sidi Okba,0.0596390782277074
,2022-12-29,Telecom Algeria,Baghai,13.346690246104728
,2020-12-13,Cool Ideas Service Provider (Pty) Ltd,Plettenberg Bay,2.279341311254204
,2022-11-15,Airtel Networks Kenya Limited,,5.901993750514321
,2024-07-29,Capricom Networks,Polokwane,10.92594400520446
,2021-03-18,Vodacom,Mossel Bay,17.85618299226298
,2022-01-04,,Tarkastad,4.724351412389954
,2021-02-17,Dimension Data (Pty) Ltd - Optinet,Bothasig,14.252496591607288
,2024-04-03,Skyfi Internet solutions (PTY) Ltd,Boksburg,127.30412985531078
,2020-05-20,TESUCO TELECOMMUNICATIONS (PTY) LTD,Edenvale,36.05857203197633
,2023-09-29,MTN SA,Tzaneen,0.8966301068114079
