Date,Direction,MeanThroughputMbps,ASName,City,Latency
2023-08-16,download,7.105057695882884,Safaricom Limited,Kericho,84.3748
2020-10-26,download,4.568266608165012,Megasurf Wireless Internet CC,Delmas,39.82591304347825
2024-03-03,download,73.38221126067722,Metrofibre Networx,Durban,62.157206185567034
2020-06-22,download,2.1712958409677343,Africell Uganda Limited,Kampala,113.87986206896552
2021-10-30,download,8.670201109729721,Jenny Internet cc,Volksrust,11.646
2023-07-17,download,0.5909903205300936,Telecom Algeria,Seddouk,65.808
2022-11-02,download,5.365161114149716,OOREDOO TUNISIE SA,Medjez el Bab,53.62225
2021-10-14,download,4.9282609461916715,Tunisia BackBone AS,Tunis,48.00187804878048
2021-12-21,download,13.51098077961446,Vodacom,,43.63055555555556
2023-07-31,download,4.202987054105875,Vodacom,Bronkhorstspruit,29.396
2020-12-01,download,20.561025771399365,MTN SA,Kempton Park,32.765822222222226
2022-11-10,download,4.988791763908304,Orange CÃƒÂ´te d'Ivoire,Dabakala,205.551
2021-05-03,download,30.558832290929217,Afrihost (Pty) Ltd,Germiston,7.223142857142858
2020-07-22,download,3.2337212881976556,Airtel Niger,Niamey,303.099
2020-07-13,download,2.8757597752564883,TOPNET,La Goulette,52.701
2022-11-19,download,19.688599260060553,Telkom SA Ltd.,Johannesburg,42.39242311365806
2022-07-01,download,16.37135021454166,TOPNET,Nefta,33.058
2022-02-09,download,6.182227493921145,Sky-Connect Internet cc,Roodepoort,14.485666666666669
2023-07-21,download,2.294962344010986,Ghanaian Academic and Research Network,Accra,137.638125
2024-01-26,download,15.560649429233974,STE AFRICELL RDC SPRL,Kinshasa,229.1705
2024-07-18,download,18.558655923796003,TOPNET,Nefta,14.152
2022-01-22,download,3.134754276609333,Vodacom,Pongola,31.4792
2022-05-15,download,4.075796725986434,Telecom Algeria,Tiaret,73.10490000000001
2020-04-03,download,2.554679267357133,TOPNET,Menzel Heurr,133.43750000000003
2020-05-04,download,14.650968416378833,,George,47.75
2020-12-28,download,25.80148938542328,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Zawyat Ifrane,86.61609999999999
2022-12-29,download,2.2975460858255388,Cell C (Pty) Ltd,Phoenix,44.883
2022-10-09,download,22.49627405246649,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Kasba Tadla,84.52612500000002
2021-08-11,download,15.32756433668263,South African Digital Villages (Pty) Ltd,Cape Town,3.410933333333334
2020-09-18,download,18.698927828793934,Safaricom Limited,Meru,18.333333333333336
2021-09-21,download,6.125814572486529,Airtel Madagascar,Ambodirano,249.5
2021-03-28,download,4.040051036595047,Afrihost (Pty) Ltd,Heidelberg,40.2635
2022-08-06,download,153.66650739031667,,Sasolburg,3.7308333333333334
2024-01-09,download,37.99254453295907,Vodacom,Randburg,16.226999999999997
2022-06-17,download,9.250599551069024,Telkom SA Ltd.,Bellville,97.32483333333334
2020-10-23,download,27.039863665486045,SOCIETE REUNIONNAISE DU RADIOTELEPHONE SCS,La Possession,393.545
2023-07-12,download,87.06684495489961,Mauritius Telecom Ltd,Vacoas,74.71750000000002
2021-12-18,download,3.5244399922682166,Liquid Telecommunications South Africa (Pty) Ltd,Phuthaditjhaba,15.57
2022-05-28,download,0.2821230703021394,DJIBOUTI TELECOM S.A.,Balbala,246.0965
2023-01-05,download,6.26879945045676,Orange Madagascar,Antananarivo,36.21465306122449
2023-09-22,download,15.914238181694689,Optimum Telecom Algeria,Oran,47.4056
2020-07-14,download,0.1934688181677605,Telecom Algeria,Ain Defla,60.578
2021-02-09,download,42.49848207068148,Eskom Holdings SOC Ltd,,2.1666363636363637
2020-03-07,download,22.53401688828611,MTN Network Solutions (Cameroon),Yaoundé,293.0
2024-09-05,download,39.6227576729858,Vox Telecom Ltd,Springs,10.397
2020-06-27,download,4.828771061983374,Wireless Associate Service Providers CC,Klerksdorp,21.502857142857145
2022-05-13,download,6.011386557666105,BusyInternet Ghana Ltd,,134.375
2023-01-17,download,3.4919132627045864,Platinum Index Data Communications Ltd,Agango,8.962
2021-08-07,download,4.560833556442125,Go Communications Network (Pty) LTD,Johannesburg,54.69558823529411
2024-02-06,download,6.115650701588034,Ethio Telecom,Nazret,246.052
2024-07-28,download,21.550582428305336,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Nador,77.30793382352942
2022-12-13,download,14.212747255952092,Afrihost (Pty) Ltd,Potchefstroom,102.441
2024-09-10,download,36.325618526341245,Telkom SA Ltd.,Phalaborwa,20.441
2023-05-10,download,29.61529763328175,,East London,44.520530120481915
2022-08-24,download,231.22550569676093,Accelerit Technologies PTY LTD,Vanderbijlpark,376.677
2021-10-03,download,13.913311724133347,West Indian Ocean Cable Company,Nairobi,67.645
2021-01-30,download,24.6331763781148,Vodacom,Bellville,13.045624999999998
2023-08-25,download,8.46833190199178,Telecom Algeria,El Khroub,80.925
2023-04-25,download,1.8547592537128763,Sterling Bank Plc,,91.82425
2022-08-10,download,16.963785703310776,TESUCO TELECOMMUNICATIONS (PTY) LTD,Benoni,29.81395
2021-01-21,download,4.803330947757518,Broadbased Communications Limited,Lagos,68.97189999999999
2022-10-17,download,61.182350785091664,FIRSTNET TECHNOLOGY SERVICES (PTY) LTD,Cape Town,13.700423076923077
2021-04-05,download,15.387810127812967,Metrofibre Networx,Sandton,7.0622
2021-01-23,download,4.880745253704525,Telecom Algeria,Azeba,29.278
2022-10-17,download,26.23695318770033,Dimension Data (Pty) Ltd - Optinet,Warner Beach,15.906714285714289
2022-10-01,download,44.44247238445912,Afrihost (Pty) Ltd,Kempton Park,11.873524999999995
2022-05-11,download,16.075051678476083,CM Value Added Services (Pty) Ltd,Edenvale,20.382
2024-03-07,download,39.07199414655421,Amobia Communications,Germiston,31.8322
2024-03-13,download,50.88051778725285,Forcepoint Cloud Ltd,Johannesburg,2.0495714285714284
2021-12-29,download,3.294032888633204,Ion Telecom and Technology,Benghazi,135.59825
2024-08-12,download,7.728566279088633,TE-AS,Bilbeis,99.64628571428572
2024-01-18,download,97.78433082417445,Amobia Communications,Cape Town,3.3795625
2022-04-24,download,0.0845721338191716,SPECTRANET LIMITED,Somolu,156.604
2024-08-31,download,6.751402584571161,TE-AS,Al-'Ubūr,84.58433333333333
2023-05-24,download,20.881661523022387,Bharti Airtel (Ghana) Limited,Accra,138.46518181818183
2023-07-31,download,16.827116218435826,SONATEL-AS Autonomous System,,166.706
2020-06-16,download,5.606910824898479,Wana Corporate,Kenitra,71.15789473684211
2022-11-20,download,0.8415012758427017,VOffice Solutions,Johannesburg,368.341
2023-01-12,download,49.6488242611491,Telkom SA Ltd.,Saldanha,30.065333333333335
2020-07-11,download,0.8117002582866033,Telecom Namibia,Tsumeb,184.816
2024-08-20,download,7.720326039120072,TOPNET,Melloulèche,66.50840909090908
2024-06-11,download,11.692719911741792,RMS Powertronics CC,Johannesburg,21.72279310344828
2024-07-08,download,0.8223194748358862,The Egyptian Company for Mobile Services (Mobinil),Hurghada,79.513
2021-03-06,download,6.668003101741621,Telkom SA Ltd.,Bloemfontein,37.60848780487804
2022-11-15,download,10.56206790525557,Bioniq (Pty) Ltd,Middelburg,10.702666666666666
2023-01-10,download,3.769230055754876,Hormuud Telecom Somalia INC,Mogadishu,302.82890000000003
2022-08-12,download,19.799578221035144,Telkom SA Ltd.,Pretoria,33.692106655290104
2023-10-05,download,14.956669139836205,Cell C (Pty) Ltd,Centurion,70.78962500000002
2023-03-20,download,10.469660984884296,Vodacom,Maclear,27.008000000000003
2021-09-16,download,27.10279786947462,Orange S.A.,Sainte-Marie,390.487
2020-03-04,download,6.298586350550842,X-DSL Networking Solutions,Midrand,60.375
2023-06-19,download,43.91163673971637,Airtel Uganda Limited,Mbala,228.237
2023-05-15,download,4.898477672759074,Telecom Algeria,Baraki,78.7675
2023-05-09,download,18.178983151444314,Telecom Algeria,Hadjout,65.47116666666668
2021-06-15,download,11.278605016455566,MTN SA,Rabie Ridge,192.58658333333335
2020-12-10,download,4.577727563245142,Macrolan (PTY) LTD,Stanford,10.643285714285716
2021-05-15,download,4.813540585783051,,Orkney,18.3286
2023-11-04,download,3.669056164882853,Research and Education Network for Uganda,,50.37994444444444
2020-05-18,download,7.897218909255113,Mauritius Telecom Ltd,Pamplemousses,228.0
2020-04-20,download,3.652867475991721,Dimension Data (Pty) Ltd - Optinet,Danielskuil,53.0
2024-03-03,download,6.333919895443996,Vodacom,Sandton,77.93314285714287
2024-07-14,download,8.846223997361234,Screamer Telecommunications,Germiston,28.40555555555555
2024-06-16,download,4.219769355695018,"University of Professional Studies, Accra (UPSA)",,62.08520000000001
2020-09-05,download,4.902263281210932,,Craighall Park,23.53
2023-02-24,download,4.360141810751939,Telkom SA Ltd.,eMkhomazi,51.436
2023-05-03,download,20.179493718067896,MEDITELECOM,Al Fqih Ben Calah,50.12
2023-08-06,download,11.595343893102235,Telecom Algeria,Ghardaïa,69.553
2021-08-16,download,4.879816540160932,TOPNET,Ksar Hellal,41.467000000000006
2020-02-28,download,2.1115656762091146,Intelvision Ltd,Victoria,374.8
2020-05-21,download,2.595224693607453,MEDITELECOM,Tétouan,84.99999999999999
2021-07-18,download,15.124100566432858,Telkom SA Ltd.,Christiana,44.4028
2023-03-14,download,6.657409914509787,The Computer Hut cc,Wellington,35.882
2023-02-17,download,11.240769002649143,Telecom Algeria,Collo,52.876
2023-11-15,download,9.49183107950465,Frampol Investments,Harare,186.94133333333335
2020-02-05,download,27.5496135978785,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Azamor,84.80000000000001
2023-12-23,download,61.23540526860987,MTN SA,Louis Trichardt,17.32133333333333
2023-11-18,download,10.407729113984082,Orange Tunisie,,44.660640367860616
2022-03-07,download,18.427745183937663,Telkom SA Ltd.,New Germany,55.976
2021-05-29,download,2.8884146630625502,Dimension Data (Pty) Ltd - Optinet,Mookgophong,32.305
2022-11-07,download,1.177335070040449,Green Flash Trading,Hartbeespoort,25.5
2023-06-20,download,49.31739879263513,,Bothaville,20.581
2023-02-04,download,2.441321021077283,Scancom Ltd.,Kumasi,167.8815
2020-06-20,download,3.415448266251109,Kenyan Post & Telecommunications Company / Telkom Kenya Ltd,,47.63510526315787
2023-09-16,download,9.248941782776944,Vodacom,Somerset West,60.85410000000002
2021-02-18,download,7.22638983660233,TE-AS,Port Said,139.41874324324326
2022-08-26,download,6.921640621923363,Liquid Telecommunications Ltd,Mombasa,18.522
2020-03-08,download,1.580123567705008,Smile Communications Ltd,Kampala,344.0
2024-01-15,download,1.272856229986125,Vox Telecom Ltd,Menlyn Park,265.150125
2023-10-21,download,3.845070731416211,Internet Technologies Namibia,Jamestown,270.446
2024-09-04,download,2.624494682160288,,Hermanus,28.2272
2023-01-17,download,46.0545532821755,Cell C (Pty) Ltd,Boksburg,4.968875000000001
2023-06-10,download,28.788706458553065,Vodacom,Germiston,9.955846153846151
2020-06-25,download,0.9887581095375638,STAR SATELLITE COMMUNICATIONS COMPANY PJSC,Matatiele,243.1178125
2020-11-24,download,4.747709499588456,Tunisia BackBone AS,Sousse,357.2686
2020-05-24,download,1.902782478980262,Telecom Algeria,Tiaret,152.9047619047619
2023-08-24,download,5.852589743063749,Telecom Algeria,Ain Defla,60.11666666666666
2021-03-15,download,30.867051558936915,Telkom SA Ltd.,Hartbeespoort,17.58625
2021-01-28,download,1.035899897532384,Vox Telecom Ltd,Worcester,20.572
2022-09-13,download,34.90964068322403,Frogfoot Networks,,28.018666666666668
2020-10-03,download,3.650431856188656,Telecom Algeria,Blida,67.39612499999998
2020-04-25,download,1.1185330484868032,Telecom Algeria,Ain Defla,26.0
2024-07-10,download,10.672061812073808,Icosnet SPA,,89.471
2020-12-07,download,0.9962461864281582,Canal + Telecom SAS,Saint-Gilles les Bains,107.511
2021-02-18,download,1.787893071083189,CAMTEL,,407.743
2021-09-08,download,31.797842562541767,Liquid Telecommunications Ltd,Nungwi,17.88419047619048
2024-04-02,download,0.822310611190627,LIPTINFOR NIGER SA,,296.4865
2023-08-20,download,15.004881255717216,University of Energy and Natural Resources,Sunyani,135.35111764705883
2023-10-07,download,13.74116602130541,MTN SA,Wynberg,58.322500000000005
2024-01-09,download,41.18733477351224,Mitsol (Pty) Ltd,eManzimtoti,11.5553
2021-04-14,download,2.269806529358103,,Grahamstown,84.35727272727273
2020-09-22,download,2.5770270989985,BITFLUX COMMUNICATIONS LIMITED,Lagos,305.0245
2023-09-30,download,5.538303864665632,Sky-Connect Internet cc,Vereeniging,388.657
2024-04-16,download,27.104012755256083,Telkom SA Ltd.,Kempton Park,5.563952380952382
2021-04-21,download,3.8253231391057945,Municipal Network Services,Piketberg,20.924
2020-11-26,download,1.7569353165012866,BACKBONE CONNECTIVITY NETWORK (NIGERIA) LIMITED,Suleja,144.78730000000002
2020-12-03,download,1.6481861464071337,Telecom Algeria,Jijelli,65.091
2022-12-20,download,1.370506750832895,Amobia Communications,Johannesburg,14.642
2020-11-30,download,18.930952937990156,Safaricom Limited,Kathwana,7.703
2021-01-08,download,2.7642413784207327,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Larache,81.23206666666665
2021-03-18,download,8.193539206306374,Cobranet Limited,Lagos,13.94355555555556
2021-01-18,download,74.63773714759743,Skyfi Internet solutions (PTY) Ltd,Cape Town,19.466
2023-02-11,download,15.00179313145295,University of Dar es Salaam,Dar es Salaam,31.638625
2023-04-23,download,17.107240545570733,Clear Access (Pty) Ltd,Nelspruit,9.587846153846154
2022-06-18,download,5.059994777688326,Orange Tunisie,Beja,51.055
2020-11-22,download,0.8814361672655485,Rain Networks (Pty) Ltd,Roodepoort,39.509
2021-11-11,download,4.98291919642053,TOPNET,La Marsa,43.56416666666667
2023-12-01,download,11.231423624966029,Wana Corporate,Mohammedia,66.02707272727274
2021-04-15,download,6.2175228458185465,MEDITELECOM,Mohammedia,91.02141176470587
2023-08-04,download,0.4829976434471127,TOPNET,La Mornaghia,263.5325
2021-08-19,download,17.02939130652178,VOffice Solutions,Vredenburg,4.749
2021-03-08,download,15.830659259574787,Iclix (PTY) Ltd,Bloemfontein,12.62967924528302
2024-02-15,download,56.054214420863026,North West University,Rustenburg,6.825
2022-01-24,download,9.541525650507658,Neology (Pty) Ltd,Witbank,18.286
2021-08-13,download,22.24115224135604,TE-AS,Baltim,115.8155
2020-12-23,download,13.8679164112247,ITEC Communications Pty Ltd,Witbank,5.637
2022-01-13,download,20.127896241042592,Mauritius Internet Exchange Point,,277.441
2023-01-20,download,36.64091478307648,DIRECTEL COMMUNICATIONS (PTY) LTD,Benoni,2.476
2021-12-04,download,9.474792859643957,"TogoTelecom, Togo",Lomé,208.609
2023-06-16,download,4.410953123328136,BETHNET cc,Port Alfred,25.794
2021-04-05,download,11.408473228619997,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Fes,88.44057415565358
2024-09-12,download,23.83926745218007,Amobia Communications,Port Elizabeth,27.45
2021-04-17,download,12.82810621807972,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Rabat,90.0875435501654
2020-04-12,download,2.316222461288589,Snowball Effect CC,,39.714285714285715
2021-06-25,download,13.281276115794563,Vodacom,Roodepoort,9.608
2021-03-31,download,0.6680655488205502,Hormuud Telecom Somalia INC,Baki,294.792
2021-01-28,download,6.970357706620699,TE-AS,Bilbeis,124.47273684210528
2024-09-07,download,32.05256194469461,OTEL TELECOMS,Brits,66.73000000000002
2024-06-19,download,4.13182231170901,Research and Education Network for Uganda,,106.0258125
2023-03-18,download,8.709726508356924,Vox Telecom Ltd,Springs,16.219
2022-03-26,download,128.88850483389177,South African Digital Villages (Pty) Ltd,Kempton Park,2.7249285714285714
2023-01-12,download,32.377799744465605,Reflex Solutions,Kempton Park,3.923
2022-10-07,download,7.962311071380009,Telecom Algeria,Constantine,71.18551351351351
2024-09-09,download,9.392901553732043,Vodacom Congo,Gemena,297.3773333333333
2021-07-05,download,19.289177674790228,MTN SA,Lanseria,7.749
2022-12-24,download,0.656530841262486,Ethio Telecom,Arba Minch,108.55675
2021-11-20,download,12.752314512498597,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Agadir,104.31155337078664
2021-11-19,download,0.0658291548799357,Telecom Algeria,Bougaa,50.681
2024-09-03,download,67.44222011655786,Web Squad Connect (Pty) Ltd,,154.39727586206894
2022-10-30,download,40.283528114690185,Telkom SA Ltd.,Melville,5.639
2024-03-27,download,145.6218093860311,SOCIETE REUNIONNAISE DU RADIOTELEPHONE SCS,Saint-Paul,78.319
2022-09-05,download,5.817937797657207,Telecom Algeria,Maghnia,57.1905
2021-07-03,download,4.943605495180509,Telecom Algeria,Ain el Ksar,23.62
2021-10-06,download,2.437854320465069,Vodacom,Vosloorus,18.584
2020-08-15,download,14.031419746001792,Orange Mali SA,Bamako,132.101
2023-07-09,download,7.017710622332999,Winrock Nigeria Limited,,191.2645
2023-08-22,download,46.63651490070117,ICTGlobe Management (Pty) Ltd,Kimberley,68.79516666666667
2024-05-01,download,0.4138570600561773,Tanzania Education And Research Network,Dar es Salaam,328.218
2024-07-18,download,11.880746251213331,OOREDOO TUNISIE SA,El Kef,25.37673333333333
2022-12-13,download,20.363481023135428,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Tangier,77.36453142227117
2020-08-06,download,4.558632811295189,Telkom SA Ltd.,Weltevreedenpark,8.4445
2023-08-03,download,9.398864199604064,Airtel Networks Kenya Limited,Mombasa,168.47306666666668
2020-11-09,download,24.343831540791992,MTN SA,Somerset East,27.593
2022-05-08,download,54.29350672029092,MTN SA,Middelburg,2.616
2024-08-15,download,20.465422810075957,Liquid Telecommunications South Africa (Pty) Ltd,Uitenhage,65.16015
2021-03-18,download,5.951160670531366,TE-AS,Al Mansurah,176.2028050541516
2023-02-26,download,1.0444022541706135,Electronic Communications Network (PTY)  LTD,Centurion,8.837
2020-09-15,download,0.1499636538148496,The Noor Group,Al Mansurah,188.368
2023-05-17,download,67.00635998606296,Afrihost (Pty) Ltd,Ceres,26.1842
2024-08-01,download,238.4678061931846,Vodacom,Wellington,1.076
2022-03-20,download,4.8642496477948765,Mawingu Networks Ltd,Nairobi,50.58550793650796
2020-10-22,download,1.7323907134405834,Telecom Algeria,Maghnia,77.7385
2020-03-11,download,0.0088408840711582,Burundi Backbone System SM,,190.0
2021-07-19,download,5.449999598741039,Fastly,Accra,100.984
2020-02-15,download,8.056485019971353,SPECTRANET LIMITED,Ibadan,177.42857142857142
2020-05-03,download,12.56226129404743,Dimension Data (Pty) Ltd - Optinet,Hillcrest,26.0
2023-08-11,download,11.309292596864577,MTN SA,Mbazwana,188.093
2020-07-07,download,17.86688502618596,MTN SA,Malamulele,2.954
2024-06-28,download,29.49911957473854,FIRSTNET TECHNOLOGY SERVICES (PTY) LTD,Durban,120.79267567567568
2021-11-04,download,30.763553480431288,Afrihost (Pty) Ltd,Glenwood,27.1882
2023-07-06,download,9.606555003637204,Cybersmart,Yzerfontein,58.692
2022-09-23,download,13.223757290457083,Broadbased Communications Limited,Lagos,41.59688
2020-12-13,download,17.831149758113735,Level 7 Wireless (Pty) Ltd,Johannesburg,5.026194444444444
2021-04-14,download,5.681054362905225,TOPNET,Nabeul,64.26443548387097
2021-09-18,download,0.1182039800094104,Vodafone Data,Madinaty,131.402
2021-12-29,download,7.299147505257749,NATCOM Development and Investment Limited,Bwari,217.687
2022-08-04,download,128.07964380028983,TENET (The UNINET Project),Nelspruit,8.176333333333334
2024-03-14,download,54.4396450543779,Telkom SA Ltd.,Strand,43.6067
2023-03-23,download,19.47511080231462,Vox Telecom Ltd,,11.7612
2023-07-16,download,15.760506708541431,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Fes,96.58271711456857
2020-05-07,download,0.8094037773028885,Tanzania Education And Research Network,Dodoma,14.0
2022-01-06,download,44.45435420091588,Green Flash Trading,Gordons Bay,8.540333333333333
2023-02-13,download,38.014201032247854,West Indian Ocean Cable Company,Secunda,168.99933333333334
2022-05-05,download,20.63532931225723,Vodacom,Pretoria,6.268676972281449
2024-06-18,download,23.022995425914896,MTN Network Solutions (Cameroon),Douala,53.739133333333335
2022-08-05,download,12.090577106364378,Vodafone Data,Qalyubia,101.4195
2021-11-09,download,8.57866910868466,Safaricom Limited,Luanda,0.82
2021-07-08,download,80.16960534844684,South African Digital Villages (Pty) Ltd,Umhlanga,12.032
2023-06-16,download,242.25426252877836,Cipherwave,Alberton,12.6745
2023-08-22,download,88.07850121280683,Magnalec (Pty) Ltd t/a PacketSky,Midrand,5.3665
2020-12-03,download,1.300845677133539,Telecom Namibia,Outapi,211.349
2022-06-06,download,5.455998669608376,Cobranet Limited,Lagos,16.093019230769233
2022-07-14,download,61.73430699158478,MTN SA,Kempton Park,8.9637880794702
2022-01-31,download,6.505630079243016,Telkom SA Ltd.,Kuruman,48.391
2022-01-14,download,36.35141124872564,Vodafone Data,Kafr Shukr,111.03433333333334
2024-01-20,download,8.216093061737329,Vodacom Congo,,453.2296666666667
2023-03-31,download,3.6287076445076174,TE-AS,Mit Ghamr,191.44733333333335
2024-09-05,download,11.506124188297438,Steam Broadcasting and Communications Limited,,3.3579999999999997
2020-02-03,download,10.464454804389982,ITEC Communications Pty Ltd,Johannesburg,27.0
2022-08-27,download,15.221997476964354,Orange Tunisie,Masakin,37.179
2020-08-28,download,1.7485559082615183,Vodacom Congo,Mbanza-Ngungu,396.9825
