Date,Direction,MeanThroughputMbps,ASName,City,Latency
2022-08-31,upload,60.354950294308544,Dimension Data (Pty) Ltd - Optinet,Somerset West,8.52975
2023-05-25,upload,3.6644806397684992,Airtel Networks Limited,Benin City,84.74586363636362
2021-10-28,upload,6.918599470961452,University of Ghana,Accra,119.54893548387098
2022-03-15,upload,6.9751944433036455,MTN NIGERIA Communication limited,Port Harcourt,47.8884827586207
2021-10-19,upload,12.38122836205122,Vodacom,Randburg,8.725666666666667
2021-07-11,upload,8.953156180863358,Safaricom Limited,Kajiado,1.286
2020-07-14,upload,1.2252851479331126,Liquid Telecommunications South Africa (Pty) Ltd,Winterton,140.27175
2021-12-29,upload,1.0643961494566136,TE-AS,Zagazig,4.521821428571429
2023-10-05,upload,0.0881676704809409,Telkom SA Ltd.,Robertson,41.529
2024-05-16,upload,71.53524440602077,SOCIETE REUNIONNAISE DU RADIOTELEPHONE SCS,Le Port,68.04744444444444
2023-03-29,upload,3.0948744877734615,FJ Wiese CC,Polokwane,51.00219047619048
2021-04-09,upload,19.25441790703994,,Potchefstroom,24.588645833333334
2024-01-18,upload,5.56602960845644,Internet Solutions Nigeria Limited,Ikoyi,2.2065
2020-08-26,upload,0.7368072832196931,MTN CONGO,Brazzaville,-1.0
2022-06-18,upload,9.934337507853398,,Sandton,3.97825
2020-03-21,upload,0.8714977496728453,TE-AS,Cairo,3.814292083712466
2022-12-14,upload,2.958048013827958,Smile Communications Nigeria,Port Harcourt,239.876
2021-01-20,upload,12.960240473507216,"NTT America, Inc.",,1.13
2020-03-31,upload,2.362911356193035,SWIFT NETWORKS LIMITED,Abeokuta,-1.0
2022-11-27,upload,49.98376948752695,Kenya Education Network,Meru,7.5535
2020-12-20,upload,2.0304453259762107,TE-AS,Dokki,-1.0
2021-11-12,upload,0.5446454946740558,3S INF,Kairouan,11.403666666666666
2021-08-12,upload,21.20006018249934,Airtel Networks Limited,Asaba,44.156333333333336
2022-09-16,upload,58.75018205960979,Vox Telecom Ltd,Fourways,19.514
2021-06-07,upload,0.7167365959976496,Link Egypt (Link.NET),Tanta,-1.0
2020-10-22,upload,4.670202473799602,VOffice Solutions,Cape Town,18.998
2024-07-03,upload,25.09103216163173,Netcom Africa Limited,Lagos,23.631000000000004
2024-05-15,upload,8.656007330603513,Dimension Data (Pty) Ltd - Optinet,Boksburg,13.172917293233088
2023-08-02,upload,3.5735206135301274,,Antananarivo,239.702846153846
2024-02-20,upload,15.293487568252091,MTN SA,Wynberg,29.992
2022-01-06,upload,1.527764534028086,Link Egypt (Link.NET),Zagazig,56.364
2022-05-15,upload,4.5153081187930635,Jenny Internet cc,Piet Retief,31.3855
2020-12-20,upload,1.102834939298024,WSINET,Heilbron,-1.0
2022-09-24,upload,3.741888833072341,Vodafone Data,Al Ma`adi,-1.0
2024-02-23,upload,2.324835597957152,TE-AS,Damietta,94.03784444444446
2021-02-28,upload,2.239036169803235,Xnet Internet Services (Pty) Ltd,Cape Town,32.2926
2022-07-20,upload,0.5679186508499903,Reunicable SAS,La Possession,254.4145
2022-02-19,upload,0.4166979655975419,K-Net,,-1.0
2024-07-22,upload,59.356697742620746,,Randfontein,20.563624999999995
2022-03-27,upload,1.19560807926604,OOREDOO TUNISIE SA,Tunis,13.0452
2020-10-24,upload,0.424237860654891,Dimension Data (Pty) Ltd - Optinet,De Rust,31.926
2024-07-08,upload,0.9655876657039544,"Obafemi Awolowo University, Ife",,59.18288888888888
2022-03-25,upload,1.4537649572745814,TE-AS,Matay,20.590666666666667
2022-04-11,upload,1.6966141990411463,TE-AS,Tukh,-1.0
2024-04-17,upload,4.278198045567542,STE AFRICELL RDC SPRL,Kinshasa,140.63816666666668
2022-10-08,upload,5.524263481364493,Comtel Communications,Johannesburg,7.61
2020-10-03,upload,0.354766249718342,Link Egypt (Link.NET),Assiut,-1.0
2022-04-09,upload,5.160550643182368,,Phalaborwa,29.588
2022-05-15,upload,1.2472868733377982,Moztel LDA,Maputo,37.625375000000005
2024-01-06,upload,12.491169152449258,,Mossel Bay,33.33177272727273
2021-09-02,upload,26.32466148449724,ABSA (Amalgamated Banks of South Africa),Cape Town,6.66
2020-01-05,upload,0.4475208240406112,OOREDOO TUNISIE SA,Gabès,-1.0
2024-08-31,upload,0.5385257341819281,3S INF,Nabeul,18.773749999999996
2022-01-06,upload,10.343777262083568,Vodacom,Athlone,29.24425
2022-02-18,upload,0.1466052975963396,Dimension Data (Pty) Ltd - Optinet,Lichtenburg,116.673
2021-11-10,upload,0.9787335835139082,MEDITELECOM,Larache,57.6042
2024-03-30,upload,55.21022710414769,Comsys (GH) Limited,,55.340399999999995
2024-06-14,upload,3.4507356078899583,Municipal Network Services,Saldanha,43.21221875
2021-05-08,upload,1.5843452599879448,TE-AS,Dakahlia,-1.0
2020-11-21,upload,50.32691989818973,ATI - Agence Tunisienne Internet,Tunis,20.961
2023-07-30,upload,9.417179659822452,Scancom Ltd.,Accra,112.23110313901344
2021-02-21,upload,0.7102942785303651,Link Egypt (Link.NET),Al Mansurah,-1.0
2023-07-17,upload,7.22580863668764,Mauritius Telecom Ltd,Beau Bassin-Rose Hill,30.9995
2023-03-06,upload,3.2363221739452888,Telkom SA Ltd.,Ventersdorp,55.154074074074074
2023-08-06,upload,11.510133171762057,Capricom Networks,Polokwane,64.74625396825398
2023-10-14,upload,5.465559455978056,Telkom SA Ltd.,Heidelberg,14.251
2023-01-12,upload,36.025442638328954,Cell C (Pty) Ltd,Pretoria,12.065923076923076
2022-07-11,upload,10.187087019823048,Telkom SA Ltd.,Herolds Bay,60.152
2021-03-21,upload,2.8635651969787608,Dimension Data (Pty) Ltd - Optinet,Northcliff,36.0525
2024-09-09,upload,68.6946701542133,New telco South Africa Pty Ltd.,Soweto,17.652500000000003
2024-04-01,upload,9.081701656463691,OASIS sprl,Kinshasa,84.34736363636364
2021-08-21,upload,0.8060267021476921,Telecom Algeria,Hassi Bahbah,-1.0
2021-01-23,upload,14.76979323140692,Safaricom Limited,Kikuyu,6.692
2021-05-11,upload,1.9371077990806589,Millicom Ghana Limited,Accra,254.23971428571429
2024-08-17,upload,19.718557860445504,Kwame Nkrumah University of Science and Technology,Kumasi,107.63233333333336
2023-02-02,upload,48.83807529592265,Vox Telecom Ltd,Vereeniging,24.4475
2020-01-20,upload,0.3926490324689193,SAINET Internet,Centurion,-1.0
2021-07-04,upload,1.158186779022874,TE-AS,Aswan,-1.0
2022-06-11,upload,0.4727670966970096,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Zaio,19.39075
2020-03-09,upload,0.580128301477677,PYROCA 3cc T/A Net Hog Internet Solutions,Malelane,-1.0
2020-04-08,upload,6.437256417573541,Simply Computers Tanzania Ltd,Dar es Salaam,-1.0
2023-10-30,upload,3.816305581414417,Liquid Telecommunications Ltd,Kadoma,275.748
2023-07-17,upload,4.56744847836979,Metrofibre Networx,Ballitoville,72.38414285714285
2023-05-15,upload,0.7511448990898969,SPECTRANET LIMITED,Somolu,-1.0
2023-07-13,upload,17.334489427180692,Webdev CC T/A Cybertek,Durban,158.48412121212115
2021-09-01,upload,1.4016608473685903,SOMTEL INTERNATIONAL Ltd,Bosaso,-1.0
2022-09-01,upload,2.123716631731178,Rasmilink,,17.254833333333334
2023-08-17,upload,27.3839774287992,Level 7 Wireless (Pty) Ltd,Springs,14.6795
2021-12-05,upload,0.8178997984551191,Link Egypt (Link.NET),Al Fayyum,-1.0
2022-05-06,upload,2.614862037957393,OOREDOO TUNISIE SA,Nabeul,-1.0
2022-03-22,upload,8.792149898697481,Scancom Ltd.,Kumasi,111.5394
2022-01-05,upload,19.954160742921548,MTN SA,Midstream,7.974499999999999
2022-03-27,upload,0.8214974744947955,Wirulink Pty Ltd,Randburg,0.6066666666666666
2023-09-10,upload,2.2065604302175705,Telecom Algeria,M'Sila,45.85
2024-09-11,upload,0.8777810119017205,TE-AS,Kawm Ḩamādah,92.165
2022-02-19,upload,39.02424002988121,Cool Ideas Service Provider (Pty) Ltd,Witbank,3.6941538461538466
2020-07-02,upload,4.628588590047007,iONLINE INTERNET SERVICE PROVIDER,Centurion,-1.0
2023-08-22,upload,0.7446458003294769,Telecom Algeria,El Khroub,83.126
2023-01-06,upload,0.9214429554992244,Telecomunicacoes de Mocambique (TDM),Maputo,63.70357142857144
2023-11-27,upload,15.339602368181948,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Kenitra,82.21063321167884
2021-05-11,upload,5.385600330254761,DIRECTEL COMMUNICATIONS (PTY) LTD,Monte Vista,-1.0
2021-12-02,upload,1.4352227495631864,Smile Communications Ltd,,90.19196666666666
2023-11-11,upload,16.543126683244832,ISOCEL SA,,13.081
2022-05-07,upload,0.8450407828093061,ETISALAT MISR,Gharbia,-1.0
2021-09-12,upload,42.21885162649753,Skyfi Internet solutions (PTY) Ltd,Alberton,12.182333333333332
2020-06-26,upload,73.1031747293865,South African Digital Villages (Pty) Ltd,Kempton Park,-1.0
2021-12-09,upload,0.6292113395776836,TOPNET,Le Bardo,60.19933333333333
2022-08-03,upload,7.26892230078732,Liquid Telecommunications South Africa (Pty) Ltd,Montagu,28.367
2023-05-02,upload,9.921554293702844,BitCo,Port Elizabeth,66.02199999999999
2023-09-01,upload,2.41762046451872,K3 Telecom Liberia INC,Monrovia,242.144
2021-10-25,upload,1.4240667665649616,TOPNET,Cite Bouzaiene,39.790333333333336
2020-07-19,upload,1.3230192971697523,Wataniya Telecom Algerie,Oran,-1.0
2023-02-25,upload,17.370308303010315,Internet Solutions,Germiston,62.233333333333334
2020-01-14,upload,0.2733945242010744,Telkom SA Ltd.,Richards Bay,-1.0
2020-12-17,upload,17.95884254445824,,Durban,18.313600000000005
2021-05-10,upload,1.2814188195103495,Telecom Algeria,Oran,1.7211666666666663
2021-02-01,upload,6.068138521028698,Vodacom,Brits,12.509
2020-12-20,upload,1.9533327460421088,Macrolan (PTY) LTD,Pretoria,3.997
2022-11-14,upload,2.863293688836548,Vodacom,Lydenburg,747.6555
2020-06-02,upload,0.6229179784823515,Telecom Algeria,Mekla,-1.0
2021-03-18,upload,5.6796841396653095,,Worcester,14.600640625000002
2023-11-14,upload,7.0716522717721935,Centre de Calcul El Khawarizmi,,49.38358620689653
2024-01-29,upload,12.684206950034609,Habari Node Public Limited,,88.64204166666666
2020-12-06,upload,6.2996628838694315,Telkom SA Ltd.,Krugersdorp,18.444333333333333
2021-08-14,upload,19.370661895951045,MTN SA,Meadowlands,2.617
2021-04-18,upload,0.0752873525287682,Jenny Internet cc,Sasolburg,15.264
2020-11-25,upload,0.460116715369737,PARABOLE REUNION,Le Port,410.246
2024-09-11,upload,27.511208311333164,Telkom SA Ltd.,Brakpan,9.73075
2024-04-24,upload,0.658385786848974,,Monastir,67.25883333333333
2021-10-05,upload,0.4352498835661577,3S INF,Tunis,43.17854545454546
2023-11-10,upload,13.618331184467236,DIRECTEL COMMUNICATIONS (PTY) LTD,Kyalami Park,47.150499999999994
2021-07-29,upload,14.848184670028235,SEACOM Limited,Durban,42.00718181818182
2021-08-29,upload,0.7753079161432708,VOffice Solutions,Kokstad,87.59354545454546
2020-07-28,upload,3.154456719750033,BDC Wireless Solutions CC,Hermanus,2.9166285714285713
2021-07-04,upload,0.6235771845552863,TOPNET,Mateur,50.8968695652174
2020-08-01,upload,8.004166715553849,Orange Tunisie,Oued Lill,3.849666666666666
2024-04-18,upload,25.425190456282124,ETG Integrated Services Ltd. (Dolphin Telecom),,4.162
2022-08-16,upload,0.0750343174622508,Vodacom,Durbanville,32.453
2023-10-23,upload,16.04550530202211,Interworks Wireless Solutions,Hawston,10.1734
2022-01-14,upload,34.28201543979542,KT RWANDA NETWORK Ltd,,94.1521
2022-07-18,upload,4.392922939060129,Greycell cc,Johannesburg,49.05318181818182
2020-11-09,upload,2.581985242870232,Agence Tunisienne d'Internet,Aryanah,49.872
2022-03-23,upload,4.478586443595271,Optimum Telecom Algeria,Blida,-1.0
2022-05-18,upload,1.17238478865535,Kenyan Post & Telecommunications Company / Telkom Kenya Ltd,Nyeri,193.63992857142856
2023-05-30,upload,61.71241431789137,Telkom SA Ltd.,King William's Town,40.619
2024-06-18,upload,1.3592078140398771,Orange Tunisie,Masakin,41.844199999999994
2022-09-18,upload,1.1558035302862493,Gestora de Infraestructuras de Telecomunicaciones de Guinea Ecuatorial,,-1.0
2021-07-17,upload,6.485820902339506,ACCESSKENYA GROUP LTD is an ISP serving,,77.09107563025205
2023-11-02,upload,18.510807372674503,Telkom SA Ltd.,Johannesburg,53.62540542635661
2023-08-23,upload,2.309873779817881,BENIN TELECOMS SERVICES SA,,92.14357142857143
2020-05-28,upload,0.9995697172114746,BCS Group (BCSNet),Vereeniging,-1.0
2020-06-01,upload,3.697955872901063,OOREDOO TUNISIE SA,Sousse,-1.0
2021-03-20,upload,2.248971655046885,Reflex Solutions,Bryanston,14.0336
2021-06-10,upload,2.2772983892298124,Zanzibar Telecom(Zantel),Mtwara,116.84
2023-06-23,upload,28.106927067731498,Cipherwave,Kuils River,18.728
2020-08-19,upload,2.0039823445880023,KLIQ (Pty) Ltd,Lephalale,72.6
2023-03-22,upload,75.59941944150945,Liquid Telecommunications South Africa (Pty) Ltd,Umlazi,35.334
2020-04-26,upload,4.982071678309841,Neology (Pty) Ltd,Johannesburg,-0.9907614035087718
2020-10-16,upload,22.217657570451586,TENET (The UNINET Project),Port Elizabeth,10.112
2020-10-01,upload,0.946170292105889,Vodafone Data,Zagazig,59.0815
2020-08-31,upload,1.4083022683949646,,Newcastle,37.89755555555555
2022-05-15,upload,49.620051845946904,Metrofibre Networx,Brakpan,4.629
2022-08-23,upload,12.657237134143076,Telkom SA Ltd.,New Hanover,14.056
2022-12-09,upload,54.580253581391624,Vodacom,Meyerton,9.8244
2023-11-08,upload,18.290098558290488,Ultimate Linux Solutions CC,Alberton,93.6445
2021-01-12,upload,0.716818861560093,Telecom Algeria,Khenchela,-1.0
2023-02-07,upload,22.013772977603978,Vox Telecom Ltd,Sasolburg,34.2426
2024-02-09,upload,31.900280465729058,,Jeffreys Bay,159.1684375
2021-06-22,upload,0.6861148766797444,Telecom Algeria,Tissemsilt,-1.0
2022-02-15,upload,0.7222198777453998,Telecom Algeria,Dunqulah,-1.0
2020-01-26,upload,1.4236057953537973,Beginning 2 End Technologies,Alberton,-1.0
2024-04-04,upload,189.54555155348805,"Bytes Connect, a Division of Bytes Technology Group",,4.308
2023-05-30,upload,0.9339225260904888,TE-AS,Luxor,33.538666666666664
2020-10-15,upload,2.063545102348044,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Berkane,61.49447222222222
2022-03-12,upload,15.345398180806558,Metrofibre Networx,Witbank,-0.1755
2020-11-06,upload,14.94714158493232,Neology (Pty) Ltd,Sea Point,-1.0
2022-04-20,upload,2.4085786162163587,Accelerit Technologies PTY LTD,Fourways,4.816
2024-06-05,upload,38.77417932658721,Beginning 2 End Technologies,Kempton Park,4.017333333333333
2021-05-14,upload,0.247009205175971,TE-AS,Ad Dilinjat,-1.0
2021-12-11,upload,40.01291220815749,Triponza Trading 376 CC,Benoni,3.1745
2023-06-13,upload,94.93296440120278,Nation Media Group,,44.801
2021-03-13,upload,19.62181448486504,Liquid Telecommunications South Africa (Pty) Ltd,Cape Town,30.5280625
2021-11-05,upload,22.228032989990737,Interworks Wireless Solutions,Hermanus,4.6045
2024-01-08,upload,0.3675726283080223,MEDITELECOM,Sidi Kacem,129.48046153846155
2023-10-17,upload,0.0724938763821137,OFFICE TECH,Malabo,274.644
2023-11-01,upload,2.2360897751716844,TOPNET,El Alia,17.102999999999998
2022-03-05,upload,7.374486669385215,Roke Investments International Ltd,Kampala,49.55803333333332
2020-03-09,upload,0.8524963732455598,Telkom SA Ltd.,Mossel Bay,-1.0
2021-05-13,upload,93.38292921173174,Rhodes University,,27.348
2022-04-03,upload,2.118189898127638,MEDITELECOM,Tiflet,47.05507142857144
2020-05-22,upload,12.287877776142198,Vox Telecom Ltd,Pretoria,-1.0
2020-05-01,upload,3.7349856031946023,Triponza Trading 376 CC,Germiston,-1.0
2024-07-20,upload,1.1392924088252676,Orange Tunisie,Sahloul,59.67787499999999
2022-04-26,upload,21.968736600344677,Liquid Telecommunications South Africa (Pty) Ltd,Ulundi,15.751428571428573
2023-11-27,upload,6.3787522895600866,Forcepoint Cloud Ltd,Rabat,30.713
2020-04-05,upload,10.150565020017304,,Hoedspruit,-1.0
2023-01-01,upload,1.360271792005721,ITM,,-1.0
2023-09-20,upload,29.62768700311879,,Worcester,30.70564851485149
2022-08-12,upload,6.876095640173601,Safaricom Limited,Kisii,0.3596666666666667
2024-05-24,upload,2.810554415470522,TOPNET,Tunis,64.16324334811527
2020-10-09,upload,2.1548223946383342,3S INF,Moknine,219.84033333333335
2024-08-13,upload,19.2152661009088,KKON Technologies Ltd,Ikeja,10.3013
2020-05-30,upload,1.0809618096832916,TE-AS,Port Said,8.014375000000001
2021-02-15,upload,1.181280432806969,MTN NIGERIA Communication limited,,42.61383783783783
2020-04-09,upload,19.021810101529944,RSAWEB (PTY) LTD,Cape Town,-1.0
2024-06-21,upload,3.4227072773451166,"Cloudflare, Inc.",Casablanca,15.735071428571423
2022-08-24,upload,3.141751349482647,RMS Powertronics CC,Midrand,20.008000000000003
2021-01-03,upload,1.4219808137252965,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,Guercif,78.27082857142855
2020-03-28,upload,9.255196057883852,BitCo,Alberton,-1.0
2023-02-12,upload,11.365240748148915,Dimension Data (Pty) Ltd - Optinet,Sandton,211.516
2022-09-29,upload,18.7804765342891,Telkom SA Ltd.,Scottburgh,45.1585
2020-12-24,upload,0.0750696493035069,Gironet (PTY) LTD,Centurion,6.273
2023-04-07,upload,11.56026929754132,Internet Solutions,,79.45781081081083
2024-06-17,upload,10.792391729496682,Atlantique Telecom (Cote d'Ivoire),,198.75444736842104
2020-08-23,upload,0.0439732394194367,,Plettenberg Bay,297.143
2021-02-20,upload,3.229782886998959,Safaricom Limited,Kisumu,20.99075
2023-08-09,upload,235.88921527880277,Canal + Telecom SAS,La Possession,73.6785
2024-09-04,upload,69.4222874092433,Comtel Communications,Cape Town,10.565530612244896
2021-06-17,upload,0.1018105950137888,Dimension Data (Pty) Ltd - Optinet,Lanseria,5.34
2021-09-06,upload,0.2657366577436652,Comtel Communications,Somerset West,216.1915
2023-09-10,upload,21.44249238183305,TELMA Global Net,Ambodirano,35.23627272727273
2022-08-20,upload,19.152899751495443,Comtel Communications,Krugersdorp,3.577
2021-03-16,upload,1.9685101243457193,Vodacom,Lydenburg,9.049
2022-05-25,upload,79.40651289264585,Cilix Software,,19.072
2020-07-09,upload,3.864554915738916,Wana Corporate,Beni Mellal,-1.0
2022-04-05,upload,0.0748890542344079,MEDITELECOM,Laayoune,54.04
2021-10-18,upload,12.877437157995928,Telkom SA Ltd.,Seshego,24.111875
2023-04-05,upload,26.256993363819294,Echotel Pty Ltd,Johannesburg,38.25445217391304
2021-10-21,upload,1.4336289822727069,"Teledata, Ghana",Tema,239.226
2021-01-18,upload,1.4526053974868267,TE-AS,Edfu,-1.0
2022-12-30,upload,0.6549654619818273,TE-AS,Arish,102.4365
2024-07-11,upload,9.132116521686497,Blue Cloud Networks Limited,,116.219
2024-01-19,upload,35.31044810604866,Afrihost (Pty) Ltd,Pretoria,38.28236010362694
2022-01-20,upload,40.602946758745375,iConnectSA (Pty) Ltd,Midrand,2.596
2022-11-16,upload,8.818401956370108,Jamii Telecommunications Limited,Nyeri,38.04174999999999
2021-07-09,upload,8.487201829152468,BitCo,Boksburg,12.49
2021-07-22,upload,2.0599492466828706,Jenny Internet cc,Upington,92.48916666666666
2024-06-24,upload,8.385494918391501,Liquid Telecommunications South Africa (Pty) Ltd,Nelspruit,25.555333333333337
2024-05-31,upload,0.5495196384241834,MEDITELECOM,Tétouan,99.71689999999998
2023-11-10,upload,5.527472604393097,,Luanda,84.198
2021-10-22,upload,1.3287585863494056,Telecom Algeria,Chott,-1.0
2021-03-08,upload,9.962878992835735,Vodacom Business Africa (Nigeria) Limited,Ikoyi,14.232058823529412
2021-06-05,upload,1.279817102415742,Telkom SA Ltd.,Mafikeng,29.2585
2022-01-15,upload,0.4441639409566822,Swazi Mobile Limited,Manzini,88.778
2020-03-14,upload,0.2935574230621838,SWIFT NETWORKS LIMITED,Lekki,-1.0
2020-07-07,upload,0.1777657616050565,Telecom Algeria,Jijelli,-1.0
2021-03-25,upload,1.7321164834842082,Orange Tunisie,Hazeg,56.88366666666667
2020-07-19,upload,2.12605665298528,Info-Gro (PTY) Ltd,Benoni,-1.0
2024-02-04,upload,8.758743151781037,Google LLC,Mombasa,130.4565
2024-06-01,upload,3.3438588439560233,TOPNET,Ksar Hellal,54.846862068965514
2023-01-30,upload,0.7261337907218116,"CBINET, Bujumbura, Burundi.",Murirwe,-1.0
2024-04-22,upload,4.335543523037521,TE-AS,Giza,80.62220103092785
2021-01-21,upload,6.805810476842109,Simbanet (T) Limited,Dar es Salaam,99.4825
2023-12-07,upload,1.7179779239366686,TE-AS,Fuwwah,80.46839999999999
2021-08-16,upload,3.767937381388615,Canal + Telecom SAS,La Bretagne,79.193
2023-03-26,upload,2.518249463080114,BCS Group (BCSNet),Lephalale,30.793999999999997
2022-06-22,upload,25.710297731827477,Vodacom,Randfontein,14.761
2020-07-09,upload,5.693820554841685,Vodacom,Athlone,-1.0
2022-03-26,upload,3.591874274040914,STATURE (PTY) LTD,Gaborone,-1.0
